,id,class,x1,y1,x2,y2
0,img_0.png,BudweiserLata,43.0,45.0,82.0,108.0
1,img_1.png,BudweiserLata,38.0,52.0,104.0,108.0
2,img_2.png,BudweiserLata,29.0,51.0,121.0,118.0
3,img_3.png,BudweiserLata,20.0,48.0,110.0,113.0
4,img_4.png,BudweiserLata,28.0,42.0,112.0,99.0
5,img_5.png,BudweiserLata,10.0,43.0,118.0,123.0
6,img_6.png,BudweiserLata,22.0,50.0,110.0,138.0
7,img_7.png,BudweiserLata,36.0,38.0,135.0,111.0
8,img_8.png,BudweiserLata,54.0,49.0,146.0,116.0
9,img_9.png,BudweiserLata,52.0,57.0,149.0,116.0
10,img_10.png,BudweiserLata,24.0,33.0,150.5,121.0
11,img_11.png,BudweiserLata,45.0,37.0,91.0,103.0
12,img_12.png,BudweiserLata,46.0,62.0,150.5,134.0
13,img_13.png,BudweiserLata,8.0,41.0,114.0,129.0
14,img_14.png,BudweiserLata,32.0,42.0,94.0,107.0
15,img_15.png,BudweiserLata,38.0,20.0,149.0,102.0
16,img_16.png,BudweiserLata,54.0,23.0,150.5,103.0
17,img_17.png,BudweiserLata,39.0,81.0,150.5,150.5
18,img_18.png,BudweiserLata,36.0,57.0,150.5,122.0
19,img_19.png,BudweiserLata,39.0,36.0,125.0,95.0
20,img_20.png,BudweiserLata,55.0,44.0,134.0,97.0
21,img_21.png,BudweiserLata,36.0,18.0,150.0,104.0
22,img_22.png,BudweiserLata,31.0,60.0,98.0,106.0
23,img_23.png,BudweiserLata,40.0,29.0,147.0,110.0
24,img_24.png,BudweiserLata,31.0,32.0,150.5,113.0
25,img_25.png,BudweiserLata,53.0,11.0,149.0,102.0
26,img_26.png,BudweiserLata,29.0,50.0,150.5,141.0
27,img_27.png,BudweiserLata,48.0,69.0,123.0,111.0
28,img_28.png,BudweiserLata,50.0,65.0,108.0,104.0
29,img_29.png,BudweiserLata,68.0,54.0,112.0,106.0
30,img_30.png,BudweiserLata,47.0,73.0,124.0,130.0
31,img_31.png,BudweiserLata,45.0,59.0,128.0,104.0
32,img_32.png,BudweiserLata,48.0,38.0,131.0,89.0
33,img_33.png,BudweiserLata,64.0,50.0,105.0,117.0
34,img_34.png,BudweiserLata,33.0,51.0,118.0,101.0
35,img_35.png,BudweiserLata,40.0,59.0,118.0,113.0
36,img_36.png,BudweiserLata,64.0,51.0,136.0,132.0
37,img_37.png,BudweiserLata,47.0,65.0,133.0,137.0
38,img_38.png,BudweiserLata,44.0,41.0,128.0,107.0
39,img_39.png,BudweiserLata,51.0,49.0,146.0,114.0
40,img_40.png,BudweiserLata,69.0,72.0,141.0,133.0
41,img_41.png,BudweiserLata,39.0,36.0,150.5,126.0
42,img_42.png,BudweiserLata,22.0,56.0,150.5,130.0
43,img_43.png,BudweiserLata,49.0,90.0,150.5,150.5
44,img_44.png,BudweiserLata,0.5,53.0,117.0,142.0
45,img_45.png,BudweiserLata,60.0,79.0,150.5,150.0
46,img_46.png,BudweiserLata,46.0,80.0,150.5,150.5
47,img_47.png,BudweiserLata,53.0,73.0,150.5,150.5
48,img_48.png,BudweiserLata,39.0,66.0,150.5,150.5
49,img_49.png,BudweiserLata,22.0,58.0,150.5,150.5
50,img_50.png,BudweiserLata,38.0,75.0,150.5,150.5
51,img_51.png,BudweiserLata,39.0,61.0,102.0,99.0
52,img_52.png,BudweiserLata,49.0,69.0,113.0,115.0
53,img_53.png,BudweiserLata,44.0,36.0,90.0,102.0
54,img_54.png,BudweiserLata,43.0,55.0,80.0,115.0
55,img_55.png,BudweiserLata,33.0,34.0,142.0,104.0
56,img_56.png,BudweiserLata,36.0,46.0,83.0,103.0
57,img_57.png,BudweiserLata,42.0,54.0,78.0,114.0
58,img_58.png,BudweiserLata,43.0,55.0,79.0,111.0
59,img_59.png,BudweiserLata,46.0,37.0,91.0,105.0
60,img_60.png,BudweiserLata,37.0,42.0,129.0,98.0
61,img_61.png,BudweiserLata,10.0,30.0,107.0,99.0
62,img_62.png,BudweiserLata,32.0,45.0,122.0,99.0
63,img_63.png,BudweiserLata,46.48573422749662,66.295395013711,107.95483201723708,106.88882233184825
64,img_64.png,BudweiserLata,46.48573422749662,66.295395013711,107.95483201723708,106.88882233184825
65,img_65.png,BudweiserLata,46.48573422749662,66.295395013711,107.95483201723708,106.88882233184825
66,img_66.png,BudweiserLata,46.908263296534905,42.53533062887238,111.48520934248889,100.58485370943615
67,img_67.png,BudweiserLata,46.908263296534905,42.53533062887238,111.48520934248889,100.58485370943615
68,img_68.png,BudweiserLata,46.908263296534905,42.53533062887238,111.48520934248889,100.58485370943615
69,img_69.png,BudweiserLata,45.08941445949799,34.81691875315013,118.85914788029284,120.25994274934028
70,img_70.png,BudweiserLata,45.08941445949799,34.81691875315013,118.85914788029284,120.25994274934028
71,img_71.png,BudweiserLata,45.08941445949799,34.81691875315013,118.85914788029284,120.25994274934028
72,img_72.png,BudweiserLata,38.509025172668856,28.626564065013966,116.26377242053215,105.9447294164211
73,img_73.png,BudweiserLata,38.509025172668856,28.626564065013966,116.26377242053215,105.9447294164211
74,img_74.png,BudweiserLata,38.509025172668856,28.626564065013966,116.26377242053215,105.9447294164211
75,img_75.png,BudweiserLata,39.650091435977515,47.757070148092865,120.24885031078868,108.66823723344571
76,img_76.png,BudweiserLata,39.650091435977515,47.757070148092865,120.24885031078868,108.66823723344571
77,img_77.png,BudweiserLata,39.650091435977515,47.757070148092865,120.24885031078868,108.66823723344571
78,img_78.png,BudweiserLata,22.827922685286545,18.08951001652119,109.69963434886321,119.22876661165799
79,img_79.png,BudweiserLata,22.827922685286545,18.08951001652119,109.69963434886321,119.22876661165799
80,img_80.png,BudweiserLata,22.827922685286545,18.08951001652119,109.69963434886321,119.22876661165799
81,img_81.png,BudweiserLata,27.251933366333045,16.204159787549617,115.65838980961816,104.61061623083471
82,img_82.png,BudweiserLata,27.251933366333045,16.204159787549617,115.65838980961816,104.61061623083471
83,img_83.png,BudweiserLata,27.251933366333045,16.204159787549617,115.65838980961816,104.61061623083471
84,img_84.png,BudweiserLata,27.788509712151278,25.39681547990928,112.41370333395905,113.22278141265109
85,img_85.png,BudweiserLata,27.788509712151278,25.39681547990928,112.41370333395905,113.22278141265109
86,img_86.png,BudweiserLata,27.788509712151278,25.39681547990928,112.41370333395905,113.22278141265109
87,img_87.png,BudweiserLata,51.485364116202064,26.469794027055347,131.03487699968866,106.01930691054196
88,img_88.png,BudweiserLata,51.485364116202064,26.469794027055347,131.03487699968866,106.01930691054196
89,img_89.png,BudweiserLata,51.485364116202064,26.469794027055347,131.03487699968866,106.01930691054196
90,img_90.png,BudweiserLata,54.61554731460315,26.902200385084644,131.5105172519653,106.46213782019043
91,img_91.png,BudweiserLata,54.61554731460315,26.902200385084644,131.5105172519653,106.46213782019043
92,img_92.png,BudweiserLata,54.61554731460315,26.902200385084644,131.5105172519653,106.46213782019043
93,img_93.png,BudweiserLata,27.13446597061058,26.85900468457632,128.50638563152776,140.7869817643589
94,img_94.png,BudweiserLata,27.13446597061058,26.85900468457632,128.50638563152776,140.7869817643589
95,img_95.png,BudweiserLata,27.13446597061058,26.85900468457632,128.50638563152776,140.7869817643589
96,img_96.png,BudweiserLata,40.68118993138241,56.80348393674731,103.49617249582997,106.56362057041443
97,img_97.png,BudweiserLata,40.68118993138241,56.80348393674731,103.49617249582997,106.56362057041443
98,img_98.png,BudweiserLata,40.68118993138241,56.80348393674731,103.49617249582997,106.56362057041443
99,img_99.png,BudweiserLata,51.75387006636123,38.96446305206049,144.76832204832726,123.23198442888372
100,img_100.png,BudweiserLata,51.75387006636123,38.96446305206049,144.76832204832726,123.23198442888372
101,img_101.png,BudweiserLata,51.75387006636123,38.96446305206049,144.76832204832726,123.23198442888372
102,img_102.png,BudweiserLata,13.566721126157699,26.803418648003444,111.86321119929578,122.56935960391694
103,img_103.png,BudweiserLata,13.566721126157699,26.803418648003444,111.86321119929578,122.56935960391694
